Id,Score
40001,3.05845618248
40002,3.41506576538
40003,4.28586959839
40004,3.97162055969
40005,4.83340978622
40006,4.50486946106
40007,4.89070558548
40008,6.03799581528
40009,2.77577710152
40010,3.15159797668
40011,3.86193156242
40012,2.71660661697
40013,3.33785915375
40014,3.2185344696
40015,3.36323213577
40016,3.55509567261
40017,4.43479299545
40018,2.73067641258
40019,4.12545490265
40020,4.56355047226
40021,4.82148361206
40022,2.99397087097
40023,4.28572845459
40024,5.29774713516
40025,4.56468772888
40026,3.45214676857
40027,3.08838891983
40028,5.19437122345
40029,2.60437774658
40030,3.09812545776
40031,4.56869792938
40032,6.34021139145
40033,4.28246593475
40034,3.55773806572
40035,4.61368227005
40036,2.88998150826
40037,3.23319792747
40038,4.65519857407
40039,6.39043807983
40040,4.0560297966
40041,6.54235744476
40042,3.22363877296
40043,3.32741117477
40044,3.71866512299
40045,3.08804535866
40046,3.02202606201
40047,6.3515753746
40048,3.53838086128
40049,4.94596910477
40050,3.83918046951
40051,5.46584653854
40052,5.91420793533
40053,3.05128526688
40054,2.99337983131
40055,2.85496759415
40056,3.52660679817
40057,2.98100066185
40058,4.35989952087
40059,4.76346921921
40060,4.83709335327
40061,4.79436159134
40062,4.90343856812
40063,2.83539867401
40064,3.0156083107
40065,5.36378097534
40066,3.10503220558
40067,5.35778522491
40068,3.74861288071
40069,2.0763425827
40070,3.71293663979
40071,3.63644719124
40072,4.75291109085
40073,2.95519948006
40074,3.13625240326
40075,2.77701663971
40076,5.70371484756
40077,3.98229336739
40078,4.22760677338
40079,4.49408912659
40080,5.34625387192
40081,7.15022277832
40082,4.54895305634
40083,4.40304470062
40084,3.87242388725
40085,2.28447914124
40086,3.71080136299
40087,5.12301445007
40088,2.97157764435
40089,7.10067987442
40090,4.49070978165
40091,2.85732221603
40092,4.09640979767
40093,3.62964844704
40094,4.32325696945
40095,3.96101713181
40096,3.92756938934
40097,3.26331925392
40098,3.43504405022
40099,7.69450998306
40100,6.17591333389
40101,6.08105039597
40102,3.03398919106
40103,4.43144035339
40104,2.25348114967
40105,3.91380310059
40106,7.15529632568
40107,2.04697370529
40108,2.14711666107
40109,4.371571064
40110,6.98956727982
40111,3.79634857178
40112,3.31831431389
40113,3.08430242538
40114,2.91189980507
40115,2.97809457779
40116,4.8548951149
40117,4.8894367218
40118,4.1862449646
40119,5.02231216431
40120,5.13886117935
40121,3.66580581665
40122,3.12107992172
40123,4.01396894455
40124,3.12561035156
40125,2.7700946331
40126,4.35357475281
40127,2.79461359978
40128,3.81740450859
40129,5.39846324921
40130,3.47455310822
40131,6.1363401413
40132,8.3280916214
40133,2.6634888649
40134,2.91385817528
40135,3.73213386536
40136,3.76882100105
40137,3.35719871521
40138,4.73873710632
40139,4.84804439545
40140,3.18311882019
40141,3.27739906311
40142,3.72447061539
40143,2.66801810265
40144,4.22391748428
40145,4.28055429459
40146,3.78944516182
40147,3.63528442383
40148,2.95981240273
40149,3.47543001175
40150,3.2242205143
40151,3.97889852524
40152,3.63625741005
40153,2.12862467766
40154,2.87478899956
40155,3.38578224182
40156,3.78762960434
40157,2.67136359215
40158,4.06508302689
40159,2.78626346588
40160,3.79830670357
40161,2.36848473549
40162,4.14504575729
40163,3.76655364037
40164,4.04590320587
40165,2.87003922462
40166,3.47377157211
40167,2.76552581787
40168,3.68230247498
40169,3.6877412796
40170,4.41657972336
40171,5.18372678757
40172,4.31238412857
40173,4.65998697281
40174,4.37551784515
40175,3.52955937386
40176,3.05956435204
40177,3.68671226501
40178,4.08020114899
40179,3.09252786636
40180,5.77953386307
40181,2.91439032555
40182,4.95045471191
40183,3.78268957138
40184,1.69307231903
40185,3.7127366066
40186,2.46289134026
40187,2.57272458076
40188,3.0578725338
40189,2.69983005524
40190,3.56264686584
40191,2.98187708855
40192,2.00759100914
40193,2.09483218193
40194,3.86814141273
40195,3.55462193489
40196,2.8205370903
40197,2.92255783081
40198,3.12894487381
40199,3.65823340416
40200,3.39042639732
40201,2.3863568306
40202,2.84451961517
40203,3.50124955177
40204,4.11864233017
40205,4.60356473923
40206,3.44267487526
40207,2.97494196892
40208,5.64047527313
40209,8.69250774384
40210,4.40483379364
40211,6.50240039825
40212,4.04410648346
40213,3.61184477806
40214,4.79230451584
40215,3.68432879448
40216,4.65455389023
40217,4.78674077988
40218,2.86026024818
40219,5.52155971527
40220,4.19544839859
40221,3.82620859146
40222,3.26829242706
40223,2.70032334328
40224,3.49998903275
40225,5.43986845016
40226,3.68704581261
40227,3.36310505867
40228,2.21935296059
40229,4.24222183228
40230,4.10377836227
40231,3.47004246712
40232,9.60127449036
40233,3.06335997581
40234,4.32229661942
40235,3.9558699131
40236,4.57555103302
40237,2.60874772072
40238,4.55672168732
40239,5.35071468353
40240,4.13837051392
40241,3.96477746964
40242,3.23685479164
40243,3.89234161377
40244,2.23733782768
40245,3.56801271439
40246,6.15199279785
40247,3.22462463379
40248,3.05013203621
40249,4.30470848083
40250,4.2643122673
40251,3.55824446678
40252,3.08745098114
40253,2.14320039749
40254,3.7256526947
40255,2.30811786652
40256,3.01918268204
40257,5.47461700439
40258,3.94329500198
40259,3.47714161873
40260,3.10235905647
40261,3.78237199783
40262,2.51986265182
40263,6.13770675659
40264,3.9233007431
40265,3.77428627014
40266,4.6831035614
40267,5.13776016235
40268,4.8900513649
40269,4.20406150818
